"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-08",,,"0.0",,,,"38.3","27.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-09",,,"0.0",,,,"38.3","27.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-10",,,"0.0",,,,"38.3","27.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-11",,,"0.0",,,,"39.4","26.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-12",,,"0.0",,,,"39.4","26.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-13",,,"0.0","0.0","0.0",,"38.9","26.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-14",,,"0.0","0.0","0.0",,"39.4","27.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-15",,,"0.0","0.0","0.0",,"38.9","27.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-16",,,"0.0","0.0",,,"36.7","23.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-17",,,"0.0","0.0","0.0",,"38.9","22.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-18",,,"0.0","0.0",,,"39.4","25.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-19",,,"0.0","0.0",,,"40.6","27.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-20",,,"0.0","0.0",,,"37.8","26.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-21",,,"0.0","0.0",,,"38.3","26.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-22",,,"0.0","0.0",,,"38.9","26.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-23",,,"0.0","0.0",,,"40.6","26.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-24",,,"0.0","0.0",,,"41.1","28.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-25",,,"0.0","0.0",,,"38.3","27.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-26",,,"0.0","0.0",,,"41.1","26.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-27",,,"0.0","0.0",,,"43.3","28.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-28",,,"19.3","0.0",,,"32.2","25.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-29",,,"8.6","0.0",,,"34.4","25.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-30",,,"0.0","0.0",,,"36.7","23.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-08-31",,,"0.0","0.0",,,"36.7","20.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-01",,,"0.0","0.0",,,"37.8","21.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-02",,,"1.5","0.0",,,"35.6","25.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-03",,,"16.5","0.0",,,"37.8","25.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-04",,,"27.9","0.0","0.0",,"33.9","25.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-05",,,"3.0","0.0","0.0",,"35.0","25.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-06",,,"0.0","0.0",,,"36.7","25.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-07",,,"4.1","0.0",,,"37.8","23.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-08",,,"20.1","0.0",,,"34.4","22.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-09",,,"0.0","0.0",,,"33.3","22.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-10",,,"0.0","0.0",,,"33.3","21.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-11",,,"0.0","0.0",,,"35.0","19.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-12",,,"0.0","0.0",,,"35.0","22.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-13",,,"8.1","0.0",,,"35.0","23.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-14",,,"0.0","0.0",,,"31.7","22.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-15",,,"0.3","0.0",,,"33.9","23.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-16",,,"0.0","0.0",,,"33.9","23.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-17",,,"0.0","0.0",,,"34.4","21.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-18",,,"0.0","0.0",,,"33.9","19.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-19",,,"0.0","0.0",,,"33.3","18.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-20",,,"0.0","0.0",,,"33.9","19.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-21",,,"0.0","0.0",,,"35.0","21.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-22",,,"5.6","0.0",,,"35.0","23.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-23",,,"0.0","0.0",,,"34.4","22.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-24",,,"0.0","0.0",,,"33.9","23.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-25",,,"0.8","0.0",,,"33.9","23.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-26",,,"0.0","0.0",,,"34.4","23.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-27",,,"0.0","0.0",,,"35.0","22.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-28",,,"0.0","0.0",,,"33.9","22.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-29",,,"0.0","0.0","0.0",,"32.8","21.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-09-30",,,"0.0","0.0","0.0",,"34.4","20.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-01",,,"0.0","0.0","0.0",,"34.4","20.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-02",,,"0.0","0.0","0.0",,"32.8","18.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-03",,,"0.0","0.0",,,"33.9","20.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-04",,,"0.0","0.0",,,"33.3","22.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-05",,,"38.6","0.0",,,"28.9","21.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-06",,,"0.0","0.0","0.0",,"28.9","21.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-07",,,"0.0","0.0",,,"25.6","15.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-08",,,"0.0","0.0","0.0",,"25.0","10.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-09",,,"0.0","0.0",,,"27.8","11.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-10",,,"0.0","0.0",,,"26.1","15.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-11",,,"11.4","0.0",,,"19.4","16.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-12",,,"0.0","0.0","0.0",,"25.0","15.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-13",,,"0.0","0.0",,,"30.6","16.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-14",,,"0.0","0.0","0.0",,"26.1","16.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-15",,,"0.0","0.0",,,"22.8","12.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-16",,,"0.0","0.0",,,"21.7","11.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-17",,,"0.0","0.0","0.0",,"23.9","8.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-18",,,"0.0","0.0","0.0",,"25.6","8.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-19",,,"0.0","0.0",,,"28.9","13.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-20",,,"0.0","0.0",,,"32.2","18.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-21",,,"0.0","0.0",,,"31.1","14.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-22",,,"0.0","0.0",,,"31.1","19.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-23",,,"0.0","0.0",,,"31.7","18.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-24",,,"0.0","0.0",,,"30.6","17.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-25",,,"0.0","0.0","0.0",,"30.6","21.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-26",,,"0.3","0.0",,,"31.7","22.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-27",,,"0.3","0.0",,,"29.4","21.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-28",,,"0.0","0.0",,,"29.4","19.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-29",,,"0.0","0.0",,,"31.7","17.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-30",,,"0.3","0.0",,,"22.2","8.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-10-31",,,"0.3","0.0",,,"15.6","5.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-01",,,"0.0","0.0",,,"16.1","2.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-02",,,"0.0","0.0",,,"21.1","0.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-03",,,"0.0","0.0",,,"25.6","6.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-04",,,"0.0","0.0",,,"28.3","7.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-05",,,"0.0","0.0",,,"28.9","10.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-06",,,"0.0","0.0",,,"28.3","11.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-07",,,"0.0","0.0",,,"30.0","15.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-08",,,"0.0","0.0",,,"29.4","16.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-09",,,"0.0","0.0",,,"29.4","17.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-10",,,"1.8","0.0",,,"21.7","14.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-11",,,"3.0","0.0",,,"17.8","15.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-12",,,"0.0","0.0",,,"21.7","15.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-13",,,"13.2","0.0",,,"18.3","16.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-14",,,"20.3","0.0",,,"16.7","15.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-15",,,"0.3","0.0",,,"17.2","15.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-16",,,"0.0","0.0",,,"20.0","16.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-17",,,"0.0","0.0",,,"26.7","17.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-18",,,"0.0","0.0",,,"23.9","11.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-19",,,"0.0","0.0","0.0",,"23.9","7.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-20",,,"2.8","0.0",,,"28.9","13.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-21",,,"0.0","0.0",,,"22.2","12.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-22",,,"0.0","0.0",,,"16.7","7.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-23",,,"1.0","0.0","0.0",,"13.9","7.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-24",,,"0.3","0.0",,,"19.4","8.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-25",,,"0.0","0.0",,,"21.7","6.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-26",,,"0.0","0.0",,,"22.2","8.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-27",,,"0.0","0.0",,,"15.6","3.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-28",,,"0.0","0.0",,,"18.3","4.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-29",,,"0.0","0.0",,,"18.9","3.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-11-30",,,"26.2","0.0","0.0",,"19.4","9.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-01",,,"166.6","0.0","0.0",,"26.1","19.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-02",,,"1.8","0.0",,,"22.2","19.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-03",,,"0.0","0.0",,,"22.8","12.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-04",,,"0.0","0.0",,,"21.7","10.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-05",,,"0.0","0.0",,,"18.9","7.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-06",,,"0.0","0.0",,,"17.2","6.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-07",,,"0.0","0.0",,,"18.3","4.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-08",,,"0.3","0.0","0.0",,"22.2","10.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-09",,,"21.1","0.0","0.0",,"28.9","17.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-10",,,"0.0","0.0","0.0",,"17.8","5.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-11",,,"0.0","0.0","0.0",,"17.2","1.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-12",,,"0.0","0.0","0.0",,"19.4","2.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-13",,,"0.0","0.0","0.0",,"19.4","4.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-14",,,"0.0","0.0",,,"22.2","10.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-15",,,"0.0","0.0",,,"21.7","11.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-16",,,"17.5","0.0",,,"17.2","12.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-17",,,"0.0","0.0",,,"16.7","7.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-18",,,"0.0","0.0",,,"21.1","5.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-19",,,"0.0","0.0",,,"16.7","3.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-20",,,"0.0","0.0",,,"20.0","4.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-21",,,"0.0","0.0",,,"21.1","9.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-22",,,"0.0","0.0",,,"24.4","12.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-23",,,"0.3","0.0",,,"24.4","15.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-24",,,"33.0","0.0",,,"18.9","13.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-25",,,"0.0","0.0",,,"17.8","8.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-26",,,"0.0","0.0",,,"15.0","5.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-27",,,"0.0","0.0",,,"17.8","8.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-28",,,"0.0","0.0",,,"12.2","3.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-29",,,"0.0","0.0","0.0",,"12.2","2.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-30",,,"0.0","0.0","0.0",,"16.7","2.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2023-12-31",,,"0.0","0.0","0.0",,"21.1","1.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-01",,,"0.5",,,,"15.0","5.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-02",,,"0.0","0.0",,,"15.6","1.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-03",,,"18.0",,,,"16.7","6.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-04",,,"0.0","0.0",,,"16.7","2.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-05",,,"30.0","0.0",,,"17.2","3.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-06",,,"0.0","0.0",,,"12.8","6.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-07",,,"0.0","0.0",,,"15.0","2.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-08",,,"34.5",,,,"22.2","9.4",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-09",,,"1.8",,,,"13.9","3.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-10",,,"0.0","0.0",,,"15.6","1.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-11",,,"0.0","0.0",,,"23.9","11.1",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-12",,,"0.8",,,,"22.2","5.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-13",,,"0.0","0.0",,,"14.4","-0.5",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-14",,,"0.0","0.0",,,"20.0","3.9",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-15",,,"3.8","0.0","0.0",,"5.6","-4.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-16",,,"0.0","0.0",,,"0.0","-7.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-17",,,"0.0","0.0",,,"6.7","-7.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-18",,,"1.0","0.0","0.0",,"18.3","1.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-19",,,"0.0","0.0","0.0",,"15.0","2.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-20",,,"0.0","0.0","0.0",,"7.2","-1.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-21",,,"0.0","0.0",,,"7.8","-1.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-22",,,"10.4","0.0",,,"20.0","6.7",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-23",,,"0.5","0.0","0.0",,"20.6","15.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-24",,,"53.3","0.0",,,"22.2","17.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-25",,,"32.0","0.0","0.0",,"18.9","15.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-26",,,"12.2","0.0","0.0",,"19.4","15.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-27",,,"18.3","0.0","0.0",,"18.9","12.2",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-28",,,"0.0","0.0",,,"12.8","5.6",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-29",,,"0.0","0.0",,,"18.9","3.3",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-30",,,"0.0","0.0",,,"22.2","7.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-01-31",,,"0.0","0.0",,,"23.3","10.0",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-02-01",,,"0.0","0.0",,,"20.6","7.8",
"USW00013976","LAFAYETTE REGIONAL AIRPORT, LA US","30.19859","-91.98957","10.8","2024-02-02",,,"0.0","0.0",,,"23.3","6.7",
