Site,Species,Plot,Tag_ID,Population,GreenhouseID,Clone,Endo,Position,ini_Tiller
COL,ELVI,3,2248,PALM,G52,NA,0,10,6
COL,ELVI,3,2249,HUNT,E3,NA,0,11,5
COL,ELVI,3,2250,RL5,D13,NA,0,12,4
COL,ELVI,3,2251,HUNT,F26,NA,0,13,4
COL,ELVI,3,2252,PALM,G51,NA,0,14,4
COL,ELVI,3,2253,RL5,C20,AA,0,15,4
COL,ELVI,4,2254,PALM,102C,AI,0,1,5
COL,ELVI,4,2255,PALM,98,AR,1,2,4
COL,ELVI,4,2256,JLP,110-2A-21,AC,1,3,2
COL,ELVI,4,2257,SHS,106-150A-4B,AF,1,4,1
COL,ELVI,4,2259,PALM,98,AS,1,5,3
COL,ELVI,4,2260,HUNT,F20,NA,0,6,6
COL,ELVI,4,2261,PALM,H57,NA,0,7,7
COL,ELVI,4,2262,JLP,110-5A-3U,NA,0,8,6
COL,ELVI,4,2263,JLP,110-5A-3V,NA,0,9,6
COL,ELVI,4,2264,PALM,228C,AB,1,10,10
COL,ELVI,4,2265,RL5,C30,AA,0,11,9
COL,ELVI,4,2266,RL5,D14,NA,0,12,7
COL,ELVI,4,2267,PALM,80,AL,0,13,2
COL,ELVI,4,2268,RL5,C6,AA,1,14,4
COL,ELVI,4,2258,PALM,102C,NA,0,15,3
COL,ELVI,5,2269,PALM,98,AJ,1,1,3
COL,ELVI,5,2270,JLP,110-5A-3Z,NA,0,2,2
COL,ELVI,5,2271,PALM,H26,NA,0,3,6
COL,ELVI,5,2272,JLP,110-2A-22,AB,1,4,6
COL,ELVI,5,2273,PALM,220B,AH,1,5,13
COL,ELVI,5,2274,PALM,221,AT,1,6,3
COL,ELVI,5,2275,RL5,C6,NA,1,7,3
COL,ELVI,5,2276,JLP,110-2A-13D,AU,1,8,4
COL,ELVI,5,2277,PALM,216A,AA,1,9,4
COL,ELVI,5,2278,PALM,110-5A-8,AO,1,10,2
COL,ELVI,5,2279,PALM,A36,NA,1,11,7
COL,ELVI,5,2280,PALM,A32,NA,1,12,14
COL,ELVI,5,2281,HUNT,E8,NA,1,13,5
COL,ELVI,5,2282,PALM,225,AM,1,14,8
COL,ELVI,5,2283,RL5,C33,NA,0,15,10
COL,ELVI,6,2521,RL5,D39,AA,1,1,1
COL,ELVI,6,2522,PALM,H20,NA,0,2,7
COL,ELVI,6,2523,PALM,H50,NA,0,3,7
COL,ELVI,6,2524,PALM,A60,NA,1,4,3
COL,ELVI,6,2525,PALM,A20,NA,1,5,4
COL,ELVI,6,2526,PALM,101,AL,1,6,6
COL,ELVI,6,2527,JLP,110-5A-3X,NA,0,7,5
COL,ELVI,6,2528,RL5,C21,NA,0,8,3
COL,ELVI,6,2529,HUNT,E24,NA,1,9,6
COL,ELVI,6,2530,HUNT,F25,NA,0,10,3
COL,ELVI,6,2531,PALM,218D,AF,1,11,7
COL,ELVI,6,2532,JLP,110-2A-13D,AB,1,12,4
COL,ELVI,6,2533,PALM,98,AW,1,13,6
COL,ELVI,6,2534,PALM,H27,NA,0,14,7
COL,ELVI,6,2535,PALM,98,AV,1,15,5
COL,ELVI,7,2191,PALM,221,AS,1,1,2
COL,ELVI,7,2192,PALM,110-5A-8,AN,1,2,1
COL,ELVI,7,2193,JLP,109-19A-24,AA,1,3,4
COL,ELVI,7,2194,PALM,A55,NA,1,4,5
COL,ELVI,7,2195,PALM,220D,AA,1,5,7
COL,ELVI,7,2196,PALM,H47,NA,0,6,4
COL,ELVI,7,2197,RL5,D40,NA,1,7,5
COL,ELVI,7,2198,SHS,106-150A-4B,AE,1,8,2
COL,ELVI,7,2199,PALM,239,AG,1,9,2
COL,ELVI,7,2200,JLP,110-44L-10,AI,1,10,1
COL,ELVI,7,2501,PALM,225,AL,1,11,8
COL,ELVI,7,2502,PALM,A18,AA,1,12,3
COL,ELVI,7,2503,PALM,98,AX,1,13,4
COL,ELVI,7,2504,JLP,110-5A-3Y,NA,0,14,5
COL,ELVI,7,2505,RL5,C19,AA,0,15,9
COL,ELVI,8,2506,PALM,102C,AG,0,1,2
COL,ELVI,8,2507,PALM,239,AA,1,2,8
COL,ELVI,8,2508,RL5,C29,NA,1,3,6
COL,ELVI,8,2509,PALM,226,AJ,1,4,3
COL,ELVI,8,2510,PALM,H53,NA,0,5,6
COL,ELVI,8,2511,JLP,110-5A-3W,NA,0,6,4
COL,ELVI,8,2512,PALM,110-5A-8,AF,1,7,1
COL,ELVI,8,2513,HUNT,F10,AA,0,8,1
COL,ELVI,8,2514,PALM,221,AW,1,9,3
COL,ELVI,8,2515,PALM,98,AU,1,10,8
COL,ELVI,8,2516,HUNT,F40,NA,0,11,5
COL,ELVI,8,2517,JLP,109-19A-25,AE,1,12,2
COL,ELVI,8,2518,RL5,D15,NA,0,13,5
COL,ELVI,8,2519,PALM,98,AT,1,14,7
COL,ELVI,8,2520,PALM,A39,NA,1,15,6
COL,POAU,1,264,LA7,203-9A,AP,0,1,4
COL,POAU,1,265,SFAEF,1328,AT,0,2,6
COL,POAU,1,266,SFAEF,1335,AQ,0,3,1
COL,POAU,1,267,LA7,203-4B-1B,AF,1,4,7
COL,POAU,1,268,LA2,84-5C,AW,0,5,6
COL,POAU,1,269,LA2,84-4G-4,AV,0,6,1
COL,POAU,1,270,LA7,203-7A,AL,0,7,6
COL,POAU,1,271,LA2,84-4G-4,AT,0,8,1
COL,POAU,1,272,SFAEF,1245,AJ,0,9,1
COL,POAU,1,273,LA2,84-1L-3,AJ,1,10,4
COL,POAU,1,274,LA7,203-9A,AO,0,11,5
COL,POAU,1,275,SFAEF,2,AD,1,12,6
COL,POAU,1,276,LA7,203-7A,AJ,0,13,5
COL,POAU,1,277,SFAEF,712,AB,0,14,2
COL,POAU,1,278,LA2,84-5C,AJ,0,15,5
COL,POAU,2,279,LA7,203-9A,AN,0,1,5
COL,POAU,2,280,LA7,203-7A,AI,0,2,11
COL,POAU,2,281,LA2,84-1L-3,AI,1,3,5
COL,POAU,2,282,SFAEF,1335,AN,0,4,1
COL,POAU,2,283,LA2,84-4G-4,AQ,0,5,2
COL,POAU,2,284,LA7,203-7A,AK,0,6,7
COL,POAU,2,285,LA2,84-4G-4,AR,0,7,3
COL,POAU,2,286,SFAEF,2,AC,1,8,8
COL,POAU,2,287,LA7,203-9A,AM,0,9,1
COL,POAU,2,288,SFAEF,1245,AI,0,10,3
COL,POAU,2,289,SFAEF,1328,AS,0,11,4
COL,POAU,2,290,SFAEF,712,AA,0,12,2
COL,POAU,2,291,LA2,84-5C,AI,0,13,2
COL,POAU,2,292,LA7,203-4B-1B,AE,1,14,7
COL,POAU,2,293,LA2,84-5C,AQ,0,15,NA
COL,POAU,3,463,LA2,84-5G-40,AS,1,1,10
COL,POAU,3,464,LA2,84-1L-3,BX,1,2,6
COL,POAU,3,465,LA2,84-4G-4,AS,0,3,2
COL,POAU,3,466,SFAEF,1335,AF,0,4,1
COL,POAU,3,467,SFAEF,872,AU,1,5,7
COL,POAU,3,468,SFAEF,616,BQ,1,6,5
COL,POAU,3,469,LA7,203-4B-1B,AU,1,7,8
COL,POAU,3,470,LA1,201-30B-6,AM,1,8,6
COL,POAU,3,471,LA1,200-3C-4B,AL,0,9,6
COL,POAU,3,472,SFAEF,B-26,NA,1,10,6
COL,POAU,3,473,LA2,84-1L-3,BW,1,11,5
COL,POAU,3,474,LA2,84-5C,AK,0,12,4
COL,POAU,3,475,LA1,200-24A,AM,0,13,3
COL,POAU,3,476,LA7,203-4B-1B,AV,1,14,7
COL,POAU,3,477,SFAEF,1328,AE,0,15,5
COL,POAU,4,389,LA2,84-4G-4,AQ,0,1,2
COL,POAU,4,390,LA1,200-24A,AR,0,2,3
COL,POAU,4,391,LA2,84-5G-40,AD,1,3,4
COL,POAU,4,392,SFAEF,712,BY,0,4,3
COL,POAU,4,393,LA1,201-30B-6,AR,1,5,4
COL,POAU,4,394,SFAEF,616,AH,1,6,3
COL,POAU,4,395,SFAEF,872,AF,1,7,3
COL,POAU,4,396,LA1,200-3C-4B,AW,0,8,7
COL,POAU,4,397,LA2,84-4G-4,AZ,0,9,1
COL,POAU,4,398,LA1,200-16B-2,NA,0,10,6
COL,POAU,4,399,SFAEF,1328,AV,0,11,4
COL,POAU,4,400,LA1,201-30B-6,AP,1,12,4
COL,POAU,4,401,SFAEF,1245,AL,0,13,2
COL,POAU,4,402,LA2,84-1L-3,AL,1,14,4
COL,POAU,4,403,LA2,84-5C,AD,0,15,2
COL,POAU,5,344,SFAEF,872,AV,1,1,2
COL,POAU,5,345,LA2,84-4G-4,AN,0,2,4
COL,POAU,5,346,LA2,84-5G-40,AT,1,3,5
COL,POAU,5,347,SFAEF,616, BR,1,4,4
COL,POAU,5,348,SFAEF,B-27,NA,1,5,5
COL,POAU,5,349,LA2,84-1L-3,BY,1,6,5
COL,POAU,5,350,LA7,203-4B-1B,AX,1,7,7
COL,POAU,5,351,LA1,201-30B-6,AN,1,8,6
COL,POAU,5,352,LA1,200-3C-4B,AA,0,9,4
COL,POAU,5,353,SFAEF,1328,AF,0,10,7
COL,POAU,5,354,LA7,203-4B-1B,AW,1,11,5
COL,POAU,5,355,LA1,200-24A,AH,0,12,2
COL,POAU,5,356,LA2,84-1L-3,BZ,1,13,4
COL,POAU,5,357,LA2,84-5C,AQ,0,14,3
COL,POAU,5,358,SFAEF,1335,AR,0,15,1
COL,POAU,6,419,LA2,84-5G-40,AC,1,1,6
COL,POAU,6,810,SFAEF,1245,AK,0,2,4
COL,POAU,6,420,SFAEF,1328,AU,0,3,6
COL,POAU,6,421,LA2,84-1L-3,AK,1,4,4
COL,POAU,6,422,LA1,200-3C-4B,AV,0,5,8
COL,POAU,6,423,SFAEF,1335,AK,0,6,4
COL,POAU,6,424,SFAEF,872,AE,1,7,5
COL,POAU,6,425,LA2,84-4G-4,AV,0,8,1
COL,POAU,6,426,LA2,84-4G-4,AX,0,9,1
COL,POAU,6,427,LA1,200-24A,AQ,0,10,2
COL,POAU,6,428,LA1,201-30B-6,AQ,1,11,9
COL,POAU,6,429,SFAEF,616,AG,1,12,1
COL,POAU,6,430,LA1,201-29A,AA,0,13,5
COL,POAU,6,431,LA2,84-5C,BD,0,14,5
COL,POAU,6,432,LA1,201-30B-6,AO,1,15,3
COL,POAU,7,433,LA2,84-1L-3,CB,1,1,4
COL,POAU,7,434,SFAEF,616,AU,1,2,9
COL,POAU,7,435,LA2,84-5G-41,C,1,3,7
COL,POAU,7,436,LA1,201-30B-6,BL,1,4,4
COL,POAU,7,437,SFAEF,872,AW,1,5,4
COL,POAU,7,438,LA2,84-5C,BX,0,6,4
COL,POAU,7,439,LA2,84-5G-43,E,1,7,3
COL,POAU,7,440,SFAEF,616,AX,1,8,3
COL,POAU,7,441,SFAEF,8B-13,NA,0,9,11
COL,POAU,7,442,LA1,201-30B-6,BK,1,10,7
COL,POAU,7,443,LA2,84-5G-40,AU,1,11,8
COL,POAU,7,444,LA2,84-1L-3,CA,1,12,7
COL,POAU,7,445,LA1,201-29A,AJ,0,13,4
COL,POAU,7,446,SFAEF,B-32,NA,1,14,2
COL,POAU,7,447,LA2,84-5G-41,BK,1,15,8
COL,POAU,8,448,LA1,201-30B-6,BN,1,1,8
COL,POAU,8,449,LA2,84-5G-41,BL,1,2,10
COL,POAU,8,450,LA2,84-1L-3,CD,1,3,7
COL,POAU,8,451,SFAEF,872,AX,1,4,3
COL,POAU,8,452,SFAEF,616,AV,1,5,8
COL,POAU,8,453,SFAEF,8B-14,NA,0,6,13
COL,POAU,8,454,LA2,84-5G-43,F,1,7,5
COL,POAU,8,455,LA2,84-5C,BY,0,8,2
COL,POAU,8,456,LA1,201-30B-6,BM,1,9,4
COL,POAU,8,457,SFAEF,616,AW,1,10,2
COL,POAU,8,458,SFAEF,B-12,NA,1,11,3
COL,POAU,8,459,LA1,201-29A,AK,0,12,3
COL,POAU,8,460,LA2,84-5G-40,AV,1,13,7
COL,POAU,8,461,LA2,84-5G-41,D,1,14,12
COL,POAU,8,462,LA2,84-1L-3,CC,1,15,8
HUN,AGHY,1,562,LPEF,GH-35-3,AL,1,1,12
HUN,AGHY,1,563,COHR,35-1-27,AA,1,2,6
HUN,AGHY,1,564,COHR,215-1-15,AJ,0,3,8
HUN,AGHY,1,565,LPEF,242-7-6V,CV,0,4,20
HUN,AGHY,1,566,SJC,211-10-30,NA,0,5,20
HUN,AGHY,1,567,SJC,211-10-9,NA,0,6,7
HUN,AGHY,1,568,LPEF,242-7-6V,CG,0,7,31
HUN,AGHY,1,569,COHR,215-2,AN,0,8,3
HUN,AGHY,1,570,SJC,134-6-9,NA,1,9,10
HUN,AGHY,1,571,COHR,215-1-15,AJ2,0,10,8
HUN,AGHY,1,572,LPEF,242-7-6V,AL,0,11,8
HUN,AGHY,1,573,COHR,35-1-14,AL,1,12,11
HUN,AGHY,1,574,SJC,211-10-50,NA,0,13,6
HUN,AGHY,1,575,SJC,134-6-14,NA,1,14,5
HUN,AGHY,1,576,LPEF,GH-35-6,AY,1,15,2
HUN,AGHY,2,577,LPEF,GH-35-1,AR,1,1,7
HUN,AGHY,2,578,COHR,35-1-14,AD,1,2,6
HUN,AGHY,2,579,SJC,134-6-42,NA,1,3,7
HUN,AGHY,2,580,COHR,35-1-14,NA,1,4,4
HUN,AGHY,2,581,COHR,35-1-32,NA,1,5,15
HUN,AGHY,2,582,COHR,215-1-15,AL,0,6,5
HUN,AGHY,2,583,SJC,134-6-15,NA,1,7,5
HUN,AGHY,2,584,LPEF,GH-35-8,AF,1,8,8
HUN,AGHY,2,585,SJC,134-6-13,NA,1,9,6
HUN,AGHY,2,586,SJC,134-4-9,AB,1,10,3
HUN,AGHY,2,587,LPEF,GH-35-6,AR,1,11,5
HUN,AGHY,2,588,LPEF,242-7-6U,AZ,0,12,11
HUN,AGHY,2,589,LPEF,GH-35-3,BE,1,13,5
HUN,AGHY,2,590,COHR,35-1-25,AD,1,14,3
HUN,AGHY,2,591,SJC,211-10-65,AD,0,15,8
HUN,AGHY,3,701,SJC,134-4-28,AA,1,1,15
HUN,AGHY,3,702,COHR,35-6-14,AS,1,2,8
HUN,AGHY,3,703,COHR,35-6-21,AG,1,3,10
HUN,AGHY,3,704,LPEF,GH-35-3,AJ,1,4,8
HUN,AGHY,3,705,LPEF,242-7-6U,AY,0,5,7
HUN,AGHY,3,706,LPEF,GH-35-1,AT,1,6,6
HUN,AGHY,3,707,COHR,35-1-30,AC,1,7,10
HUN,AGHY,3,708,SJC,134-6-2,NA,1,8,6
HUN,AGHY,3,709,SJC,134-6-6,NA,1,9,9
HUN,AGHY,3,710,COHR,215-1-15,BJ,0,10,9
HUN,AGHY,3,711,LPEF,GH-35-6,AL,1,11,8
HUN,AGHY,3,712,SJC,211-10-28,AA,0,12,16
HUN,AGHY,3,713,SJC,134-4-28,NA,1,13,6
HUN,AGHY,3,714,COHR,35-6-21,AD,1,14,5
HUN,AGHY,3,715,LPEF,GH-35-3,AP,1,15,8
HUN,AGHY,4,716,COHR,35-1-25,AC,1,1,8
HUN,AGHY,4,717,LPEF,GH-35-6,AV,1,2,13
HUN,AGHY,4,718,COHR,35-1-44,AJ,1,3,5
HUN,AGHY,4,719,COHR,35-1-44,AB,1,4,5
HUN,AGHY,4,720,SJC,211-10-28,AD,0,5,9
HUN,AGHY,4,721,LPEF,242-7-6U,AX,0,6,5
HUN,AGHY,4,722,SJC,211-10-65,AA,0,7,8
HUN,AGHY,4,723,LPEF,242-7-6V,BV,0,8,2
HUN,AGHY,4,724,COHR,215-1-15,AK2,0,9,5
HUN,AGHY,4,725,LPEF,GH-35-3,AT,1,10,2
HUN,AGHY,4,726,SJC,134-4-16,NA,1,11,15
HUN,AGHY,4,727,SJC,134-4-21,AA,1,12,17
HUN,AGHY,4,728,LPEF,GH-35-1,AF,1,13,18
HUN,AGHY,4,729,COHR,215-3-45,AF,0,14,8
HUN,AGHY,4,730,SJC,134-6-22,NA,1,15,5
HUN,AGHY,5,690,COHR,215-2,AC,0,1,3
HUN,AGHY,5,691,SJC,211-10-65,AG,0,2,5
HUN,AGHY,5,692,SJC,211-10-65,AH,0,3,4
HUN,AGHY,5,693,SJC,211-10-65,AE,0,4,6
HUN,AGHY,5,694,LPEF,242-7-6V,CK,0,5,5
HUN,AGHY,5,695,LPEF,242-7-6V,CS,0,6,9
HUN,AGHY,5,696,LPEF,GH-35-3,AI,1,7,4
HUN,AGHY,5,697,COHR,35-1-44,AC,1,8,9
HUN,AGHY,5,698,COHR,215-1-15,BH,0,9,1
HUN,AGHY,5,699,SJC,211-10-28,AS,0,10,5
HUN,AGHY,5,700,LPEF,242-7-6V,AA,0,11,3
HUN,AGHY,5,512,COHR,215-1-15,BJ,0,12,4
HUN,AGHY,5,592,SJC,134-6-16,NA,1,13,4
HUN,AGHY,5,600,COHR,215-3-45,AH,0,14,3
HUN,AGHY,5,599,LPEF,242-7-6U,AH,0,15,1
HUN,AGHY,6,675,COHR,215-1-15,AT,0,1,5
HUN,AGHY,6,676,LPEF,GH-35-6,BD,1,2,6
HUN,AGHY,6,677,COHR,35-1-14,AB,1,3,3
HUN,AGHY,6,678,LPEF,242-7-6V,CJ,0,4,5
HUN,AGHY,6,679,LPEF,GH-35-3,AK,1,5,9
HUN,AGHY,6,680,SJC,134-6-11,NA,1,6,2
HUN,AGHY,6,681,SJC,211-10-28,AB,0,7,4
HUN,AGHY,6,682,COHR,35-1-44,AI,1,8,3
HUN,AGHY,6,683,SJC,134-6-18,NA,1,9,2
HUN,AGHY,6,684,LPEF,242-7-6U,AV,0,10,4
HUN,AGHY,6,685,COHR,215-2,AO,0,11,2
HUN,AGHY,6,686,COHR,215-1-15,AM,0,12,1
HUN,AGHY,6,687,SJC,211-10-28,AH,0,13,5
HUN,AGHY,6,688,LPEF,242-7-6U,AP,0,14,4
HUN,AGHY,6,689,SJC,211-10-28,AL,0,15,4
HUN,AGHY,7,660,LPEF,242-7-6U,AW,0,1,4
HUN,AGHY,7,661,SJC,211-10-64,AB,0,2,7
HUN,AGHY,7,662,COHR,215-1-15,AN,0,3,2
HUN,AGHY,7,663,SJC,211-10-65,AL,0,4,8
HUN,AGHY,7,664,SJC,211-10-65,AB,0,5,2
HUN,AGHY,7,665,COHR,215-1-15,BA,0,6,4
HUN,AGHY,7,666,COHR,215-2,AD,0,7,2
HUN,AGHY,7,667,SJC,134-6-5,NA,1,8,2
HUN,AGHY,7,668,COHR,215-1-15,AF,0,9,2
HUN,AGHY,7,669,LPEF,242-7-6V,CD,0,10,3
HUN,AGHY,7,670,COHR,35-1-30,AE,1,11,3
HUN,AGHY,7,671,LPEF,GH-35-3,AJ,1,12,2
HUN,AGHY,7,672,LPEF,242-7-6V,CE,0,13,3
HUN,AGHY,7,673,SJC,211-10-64,AC,0,14,9
HUN,AGHY,7,674,LPEF,242-7-6V,AO,0,15,4
HUN,AGHY,8,645,COHR,215-2,BD,0,1,5
HUN,AGHY,8,646,SJC,134-6-17,NA,1,2,2
HUN,AGHY,8,647,COHR,35-1-30,AA,1,3,4
HUN,AGHY,8,648,COHR,35-1-15,AA,1,4,5
HUN,AGHY,8,649,LPEF,GH-35-3,AM,1,5,5
HUN,AGHY,8,650,SJC,211-10-28,AG,0,6,2
HUN,AGHY,8,651,COHR,35-1-27,AD,1,7,5
HUN,AGHY,8,652,SJC,211-10-28,AE,0,8,9
HUN,AGHY,8,653,LPEF,242-7-6V,CC,0,9,3
HUN,AGHY,8,654,SJC,134-4-1,AA,1,10,6
HUN,AGHY,8,655,COHR,215-1-15,AK,0,11,3
HUN,AGHY,8,656,LPEF,GH-35-1,AP,1,12,5
HUN,AGHY,8,657,LPEF,GH-35-6,AZ,1,13,5
HUN,AGHY,8,658,LPEF,242-7-6V,CT,0,14,6
HUN,AGHY,8,659,SJC,134-6-21,NA,1,15,3
HUN,ELVI,1,2101,SHS,106-36A-24,AF,1,1,2
HUN,ELVI,1,2102,PALM,221,AA,1,2,2
HUN,ELVI,1,2103,JLP,110-2A-22,AA,1,3,7
HUN,ELVI,1,2104,RL5,C3,NA,1,4,4
HUN,ELVI,1,2105,PALM,H13,NA,1,5,6
HUN,ELVI,1,2106,PALM,225,AF,1,6,10
HUN,ELVI,1,2107,RL5,C16,NA,0,7,4
HUN,ELVI,1,2108,JLP,109-19A-25,AU,1,8,1
HUN,ELVI,1,2109,JLP,109-19A-25,AF,1,9,1
HUN,ELVI,1,2110,PALM,H7,NA,1,10,3
HUN,ELVI,1,2111,PALM,G46,NA,0,11,5
HUN,ELVI,1,2112,PALM,101,AS,1,12,3
HUN,ELVI,1,2113,PALM,101,AX,1,13,5
HUN,ELVI,1,2114,HUNT,F30,NA,0,14,4
HUN,ELVI,1,2115,PALM,239,AE,1,15,3
HUN,ELVI,2,2116,RL5,C18,AA,0,1,2
HUN,ELVI,2,2117,PALM,101,AY,1,2,3
HUN,ELVI,2,2118,SHS,106-36A-20,AF,1,3,3
HUN,ELVI,2,2119,HUNT,F31,NA,0,4,2
HUN,ELVI,2,2120,PALM,225,AG,1,5,6
HUN,ELVI,2,2121,PALM,239,AF,1,6,4
HUN,ELVI,2,2122,JLP,110-2A-13D,AS,1,7,2
HUN,ELVI,2,2123,PALM,221,AB,1,8,6
HUN,ELVI,2,2124,PALM,110-5A-8,AM,1,9,1
HUN,ELVI,2,2125,RL5,C3,AA,1,10,9
HUN,ELVI,2,2126,PALM,H14,NA,1,11,6
HUN,ELVI,2,2127,JLP,110-44L-10,AD,1,12,1
HUN,ELVI,2,2128,JLP,109-19A-25,AV,1,13,4
HUN,ELVI,2,2129,PALM,101,AT,1,14,5
HUN,ELVI,2,2130,PALM,G47,NA,0,15,3
HUN,ELVI,3,2131,PALM,G24,NA,0,1,4
HUN,ELVI,3,2132,PALM,H34,NA,0,2,5
HUN,ELVI,3,2133,JLP,110-5A-4H,NA,0,3,4
HUN,ELVI,3,2134,PALM,H33,NA,0,4,6
HUN,ELVI,3,2135,PALM,G38,NA,0,5,3
HUN,ELVI,3,2136,PALM,101,AF,1,6,3
HUN,ELVI,3,2137,JLP,110-5A-4G,NA,0,7,4
HUN,ELVI,3,2138,PALM,226,AH,1,8,2
HUN,ELVI,3,2139,RL5,C17,NA,0,9,2
HUN,ELVI,3,2140,JLP,110-2A-21,AK,1,10,2
HUN,ELVI,3,2141,RL5,C23,AA,0,11,1
HUN,ELVI,3,2142,HUNT,F12,NA,0,12,4
HUN,ELVI,3,2143,PALM,G4,NA,0,13,4
HUN,ELVI,3,2144,PALM,G1,NA,0,14,3
HUN,ELVI,3,2145,JLP,110-5A-3K,NA,0,15,3
HUN,ELVI,4,2146,PALM,G16,NA,0,1,7
HUN,ELVI,4,2147,PALM,220B,AB,1,2,4
HUN,ELVI,4,2148,PALM,B27,NA,1,3,3
HUN,ELVI,4,2149,PALM,218B,BE,1,4,3
HUN,ELVI,4,2150,HUNT,F38,NA,0,5,3
HUN,ELVI,4,2151,JLP,109-19A-25,AH,1,6,2
HUN,ELVI,4,2152,PALM,H28,NA,0,7,4
HUN,ELVI,4,2153,JLP,109-19A-25,AZ,1,8,2
HUN,ELVI,4,2154,PALM,G38,NA,1,9,6
HUN,ELVI,4,2155,SHS,106-36A-20,AB,1,10,4
HUN,ELVI,4,2156,RL5,D14,AA,1,11,3
HUN,ELVI,4,2157,PALM,H35,NA,0,12,4
HUN,ELVI,4,2158,RL5,C30,NA,0,13,4
HUN,ELVI,4,2159,PALM,218B,BC,1,14,3
HUN,ELVI,4,2160,JLP,110-5A-3I,NA,0,15,3
HUN,ELVI,5,2209,PALM,101,AE,1,1,9
HUN,ELVI,5,2210,RL5,D5,AA,0,2,4
HUN,ELVI,5,2211,PALM,G41,NA,0,3,3
HUN,ELVI,5,2212,PALM,G26,NA,0,4,4
HUN,ELVI,5,2213,PALM,G37,NA,0,5,3
HUN,ELVI,5,2214,PALM,H32,NA,0,6,3
HUN,ELVI,5,2215,JLP,110-5A-2X,NA,0,7,3
HUN,ELVI,5,2216,PALM,G53,NA,0,8,1
HUN,ELVI,5,2217,PALM,101,AR,1,9,5
HUN,ELVI,5,2218,HUNT,E29,NA,0,10,4
HUN,ELVI,5,2219,RL5,C23,AB,0,11,3
HUN,ELVI,5,2220,JLP,110-5A-2S,NA,0,12,2
HUN,ELVI,5,2221,JLP,110-2A-13D,AP,1,13,2
HUN,ELVI,5,2222,JLP,110-5A-2T,NA,0,14,4
HUN,ELVI,5,2223,PALM,H36,NA,0,15,5
HUN,ELVI,6,2994,PALM,101,AS,1,1,6
HUN,ELVI,6,2995,RL5,C34,AA,0,2,1
HUN,ELVI,6,2996,JLP,110-5A-3E,NA,0,3,2
HUN,ELVI,6,2997,RL5,C24,AA,0,4,2
HUN,ELVI,6,2998,HUNT,E12,NA,0,5,3
HUN,ELVI,6,2999,PALM,218B,AY,1,6,3
HUN,ELVI,6,3000,SHS,106-150A-4B,AG,1,7,3
HUN,ELVI,6,2201,PALM,101,AD,1,8,6
HUN,ELVI,6,2202,RL5,E8,AA,1,9,4
HUN,ELVI,6,2203,JLP,110-2A-21,AI,1,10,2
HUN,ELVI,6,2204,PALM,G29,NA,0,11,4
HUN,ELVI,6,2205,PALM,H22,NA,0,12,7
HUN,ELVI,6,2206,PALM,G40,NA,0,13,4
HUN,ELVI,6,2207,PALM,G36,NA,0,14,3
HUN,ELVI,6,2208,JLP,110-5A-3F,NA,0,15,1
HUN,ELVI,7,2979,JLP,110-2A-13D,AQ,1,1,3
HUN,ELVI,7,2980,PALM,A29,NA,1,2,10
HUN,ELVI,7,2981,RL5,C40,NA,1,3,6
HUN,ELVI,7,2982,PALM,A17,NA,1,4,3
HUN,ELVI,7,2983,PALM,221,AH,1,5,2
HUN,ELVI,7,2984,PALM,G31,NA,0,6,4
HUN,ELVI,7,2985,RL5,D18,NA,0,7,6
HUN,ELVI,7,2986,HUNT,E2,NA,0,8,3
HUN,ELVI,7,2987,PALM,G21,NA,0,9,4
HUN,ELVI,7,2988,PALM,A1,NA,1,10,9
HUN,ELVI,7,2989,SHS,106-150A-4B,AD,1,11,3
HUN,ELVI,7,2990,PALM,G33,NA,0,12,6
HUN,ELVI,7,2991,PALM,216A,AO,1,13,5
HUN,ELVI,7,2992,JLP,110-5A-3J,NA,0,14,2
HUN,ELVI,7,2993,JLP,109-19A-25,AY,1,15,1
HUN,ELVI,8,2964,HUNT,E1,NA,0,1,2
HUN,ELVI,8,2965,PALM,H29,NA,0,2,5
HUN,ELVI,8,2966,JLP,110-5A-3H,NA,0,3,5
HUN,ELVI,8,2967,PALM,101,AB,1,4,7
HUN,ELVI,8,2968,PALM,G30,NA,0,5,5
HUN,ELVI,8,2969,PALM,G35,NA,0,6,6
HUN,ELVI,8,2970,PALM,G2,NA,0,7,4
HUN,ELVI,8,2971,PALM,B44,NA,1,8,4
HUN,ELVI,8,2972,SHS,106-36A-33A,AO,1,9,1
HUN,ELVI,8,2973,JLP,110-5A-3G,NA,0,10,3
HUN,ELVI,8,2974,PALM,101,AI,1,11,2
HUN,ELVI,8,2975,JLP,110-44L-10,AM,1,12,1
HUN,ELVI,8,2976,RL5,C42,NA,0,13,4
HUN,ELVI,8,2977,RL5,C25,NA,0,14,8
HUN,ELVI,8,2978,RL5,C43,NA,1,15,10
HUN,POAU,1,501,SFAEF,1,AC,0,1,4
HUN,POAU,1,502,LA2,84-4G-4,AJ,0,2,3
HUN,POAU,1,503,LA2,84-1L-3,AE,1,3,1
HUN,POAU,1,504,SFAEF,1328,AY,0,4,3
HUN,POAU,1,505,SFAEF,3,AC,1,5,4
HUN,POAU,1,506,LA7,203-9A,AQ,0,6,5
HUN,POAU,1,507,SFAEF,1245,AE,0,7,3
HUN,POAU,1,508,LA7,203-4B-1B,AC,1,8,5
